name,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,artist
Change,reputation Stadium Tour Surprise Song Playlist,2017-11-09,281053,33,0.00418,0.543,0.763,0.0,0.111,-4.206,0.0376,96.006,4,Taylor Swift
Ours,reputation Stadium Tour Surprise Song Playlist,2017-11-09,239346,37,0.469,0.61,0.56,0.0,0.087,-7.392,0.0279,159.837,4,Taylor Swift
Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,2017-11-09,235800,39,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,4,Taylor Swift
Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,2017-11-09,223920,35,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,4,Taylor Swift
A Place in this World,reputation Stadium Tour Surprise Song Playlist,2017-11-09,202080,35,0.0577,0.573,0.767,0.0,0.327,-2.929,0.0323,114.984,4,Taylor Swift
This Love,reputation Stadium Tour Surprise Song Playlist,2017-11-09,250093,35,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,4,Taylor Swift
The Lucky One,reputation Stadium Tour Surprise Song Playlist,2017-11-09,240266,33,0.0352,0.706,0.505,0.0,0.13,-7.639,0.0358,117.935,4,Taylor Swift
Invisible,reputation Stadium Tour Surprise Song Playlist,2017-11-09,205853,34,0.56,0.609,0.383,0.0,0.165,-5.732,0.0243,96.005,4,Taylor Swift
Breathe,reputation Stadium Tour Surprise Song Playlist,2017-11-09,264946,37,0.416,0.442,0.48,0.0,0.129,-7.405,0.0281,73.849,4,Taylor Swift
Better Man,reputation Stadium Tour Surprise Song Playlist,2017-11-09,263613,38,0.123,0.502,0.843,0.0,0.0974,-3.648,0.0378,143.944,4,Taylor Swift
Jump Then Fall,reputation Stadium Tour Surprise Song Playlist,2017-11-09,238093,33,0.113,0.617,0.699,0.0,0.074,-5.712,0.0274,80.007,4,Taylor Swift
Begin Again,reputation Stadium Tour Surprise Song Playlist,2017-11-09,239426,34,0.199,0.53,0.526,3.52e-06,0.14,-8.349,0.0263,79.025,4,Taylor Swift
Tied Together with a Smile,reputation Stadium Tour Surprise Song Playlist,2017-11-09,251213,34,0.521,0.479,0.547,0.0,0.0728,-4.948,0.0275,146.147,4,Taylor Swift
The Story Of Us,reputation Stadium Tour Surprise Song Playlist,2017-11-09,267653,35,0.00556,0.547,0.808,0.000304,0.0587,-3.63,0.0398,139.908,4,Taylor Swift
Forever & Always,reputation Stadium Tour Surprise Song Playlist,2017-11-09,226293,33,0.0806,0.607,0.829,0.0,0.207,-5.02,0.0588,128.057,4,Taylor Swift
Hey Stephen,reputation Stadium Tour Surprise Song Playlist,2017-11-09,256040,33,0.191,0.843,0.541,1.85e-06,0.108,-7.361,0.0318,116.001,4,Taylor Swift
Speak Now,reputation Stadium Tour Surprise Song Playlist,2017-11-09,243346,36,0.0991,0.712,0.603,0.0,0.102,-3.753,0.0304,118.986,4,Taylor Swift
Wonderland,reputation Stadium Tour Surprise Song Playlist,2017-11-09,245560,38,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,4,Taylor Swift
White Horse,reputation Stadium Tour Surprise Song Playlist,2017-11-09,235400,34,0.314,0.578,0.348,0.0,0.1,-8.066,0.0257,92.673,4,Taylor Swift
I'm Only Me When I'm With You,reputation Stadium Tour Surprise Song Playlist,2017-11-09,215600,36,0.00454,0.556,0.933,0.000469,0.101,-3.685,0.072,143.936,4,Taylor Swift
Starlight,reputation Stadium Tour Surprise Song Playlist,2017-11-09,220600,33,0.0192,0.649,0.777,0.000487,0.234,-5.797,0.0391,126.014,4,Taylor Swift
I Know Places,reputation Stadium Tour Surprise Song Playlist,2017-11-09,195706,36,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,4,Taylor Swift
Welcome To New York,1989 (Deluxe Edition),2014-10-27,212600,54,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,4,Taylor Swift
Blank Space,1989 (Deluxe Edition),2014-10-27,231826,57,0.103,0.76,0.703,0.0,0.0913,-5.412,0.054,95.997,4,Taylor Swift
Style,1989 (Deluxe Edition),2014-10-27,231000,61,0.00245,0.588,0.791,0.00258,0.118,-5.595,0.0402,94.933,4,Taylor Swift
Out Of The Woods,1989 (Deluxe Edition),2014-10-27,235800,57,0.000743,0.553,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,4,Taylor Swift
All You Had To Do Was Stay,1989 (Deluxe Edition),2014-10-27,193293,53,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,4,Taylor Swift
Shake It Off,1989 (Deluxe Edition),2014-10-27,219200,57,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,4,Taylor Swift
I Wish You Would,1989 (Deluxe Edition),2014-10-27,207440,57,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,4,Taylor Swift
Bad Blood,1989 (Deluxe Edition),2014-10-27,211933,54,0.0885,0.646,0.794,6.16e-06,0.201,-6.104,0.19,170.216,4,Taylor Swift
Wildest Dreams,1989 (Deluxe Edition),2014-10-27,220440,55,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,4,Taylor Swift
How You Get The Girl,1989 (Deluxe Edition),2014-10-27,247533,59,0.00364,0.765,0.656,0.00868,0.0918,-6.112,0.0504,119.997,4,Taylor Swift
This Love,1989 (Deluxe Edition),2014-10-27,250093,53,0.678,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,4,Taylor Swift
I Know Places,1989 (Deluxe Edition),2014-10-27,195706,55,0.245,0.602,0.755,0.0,0.178,-4.991,0.071,159.965,4,Taylor Swift
Clean,1989 (Deluxe Edition),2014-10-27,271000,60,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,4,Taylor Swift
Wonderland,1989 (Deluxe Edition),2014-10-27,245560,60,0.0493,0.422,0.692,2.57e-05,0.177,-5.447,0.0549,184.014,4,Taylor Swift
You Are In Love,1989 (Deluxe Edition),2014-10-27,267106,60,0.707,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,4,Taylor Swift
New Romantics,1989 (Deluxe Edition),2014-10-27,230466,67,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,4,Taylor Swift
I Know Places - Voice Memo,1989 (Deluxe Edition),2014-10-27,216333,38,0.829,0.592,0.128,0.0,0.527,-17.932,0.589,78.828,4,Taylor Swift
I Wish You Would - Voice Memo,1989 (Deluxe Edition),2014-10-27,107133,37,0.717,0.781,0.357,0.0,0.185,-16.394,0.912,118.317,4,Taylor Swift
Blank Space - Voice Memo,1989 (Deluxe Edition),2014-10-27,131186,37,0.801,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,4,Taylor Swift
Welcome To New York,1989,2014-10-27,212600,62,0.038,0.793,0.634,1.76e-06,0.304,-4.807,0.0324,117.024,4,Taylor Swift
Blank Space,1989,2014-10-27,231826,78,0.085,0.753,0.678,1.64e-06,0.13,-5.421,0.0644,96.006,4,Taylor Swift
Style,1989,2014-10-27,231000,76,0.00253,0.598,0.786,0.0016,0.117,-5.572,0.0383,95.019,4,Taylor Swift
Out Of The Woods,1989,2014-10-27,235800,62,0.00103,0.552,0.842,1.17e-05,0.337,-6.938,0.0373,91.991,4,Taylor Swift
All You Had To Do Was Stay,1989,2014-10-27,193293,58,0.00196,0.602,0.736,4.57e-05,0.105,-5.778,0.0338,96.969,4,Taylor Swift
Shake It Off,1989,2014-10-27,219200,76,0.0561,0.647,0.785,0.0,0.148,-5.414,0.165,160.015,4,Taylor Swift
I Wish You Would,1989,2014-10-27,207440,50,0.016,0.648,0.898,9.91e-05,0.109,-5.963,0.0513,118.02,4,Taylor Swift
Bad Blood,1989,2014-10-27,211933,70,0.0871,0.65,0.802,6.54e-06,0.148,-6.114,0.181,170.146,4,Taylor Swift
Wildest Dreams,1989,2014-10-27,220440,73,0.0702,0.554,0.666,0.00593,0.106,-7.414,0.0747,140.056,4,Taylor Swift
How You Get The Girl,1989,2014-10-27,247533,51,0.00461,0.764,0.66,0.00477,0.0915,-6.136,0.0494,119.988,4,Taylor Swift
This Love,1989,2014-10-27,250093,48,0.635,0.475,0.459,0.0,0.101,-8.768,0.0333,143.988,4,Taylor Swift
I Know Places,1989,2014-10-27,195706,48,0.231,0.596,0.763,0.0,0.2,-4.99,0.0661,159.958,4,Taylor Swift
Clean,1989,2014-10-27,271000,50,0.241,0.81,0.379,0.0,0.113,-7.771,0.0349,103.981,4,Taylor Swift
State Of Grace,Red (Deluxe Edition),2012-10-22,295186,46,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,4,Taylor Swift
Red,Red (Deluxe Edition),2012-10-22,220826,53,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,4,Taylor Swift
Treacherous,Red (Deluxe Edition),2012-10-22,240773,44,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,4,Taylor Swift
I Knew You Were Trouble.,Red (Deluxe Edition),2012-10-22,217973,54,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,4,Taylor Swift
All Too Well,Red (Deluxe Edition),2012-10-22,327893,60,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,4,Taylor Swift
22,Red (Deluxe Edition),2012-10-22,230133,59,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,4,Taylor Swift
I Almost Do,Red (Deluxe Edition),2012-10-22,242573,45,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,4,Taylor Swift
We Are Never Ever Getting Back Together,Red (Deluxe Edition),2012-10-22,191880,51,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,4,Taylor Swift
Stay Stay Stay,Red (Deluxe Edition),2012-10-22,204826,46,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,4,Taylor Swift
The Last Time,Red (Deluxe Edition),2012-10-22,298293,48,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,4,Taylor Swift
Holy Ground,Red (Deluxe Edition),2012-10-22,201853,45,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,4,Taylor Swift
Sad Beautiful Tragic,Red (Deluxe Edition),2012-10-22,283680,43,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,3,Taylor Swift
The Lucky One,Red (Deluxe Edition),2012-10-22,240133,43,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,4,Taylor Swift
Everything Has Changed,Red (Deluxe Edition),2012-10-22,243933,48,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,4,Taylor Swift
Starlight,Red (Deluxe Edition),2012-10-22,217826,44,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,4,Taylor Swift
Begin Again,Red (Deluxe Edition),2012-10-22,237613,44,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,4,Taylor Swift
The Moment I Knew,Red (Deluxe Edition),2012-10-22,285560,42,0.187,0.62,0.506,1.47e-05,0.102,-7.327,0.0312,126.015,4,Taylor Swift
Come Back...Be Here,Red (Deluxe Edition),2012-10-22,222706,46,0.00471,0.483,0.548,2.01e-06,0.0997,-6.291,0.0254,79.926,4,Taylor Swift
Girl At Home,Red (Deluxe Edition),2012-10-22,220320,39,0.272,0.733,0.59,0.0,0.136,-5.86,0.0284,125.048,4,Taylor Swift
Treacherous - Original Demo Recording,Red (Deluxe Edition),2012-10-22,239720,37,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,4,Taylor Swift
Red - Original Demo Recording,Red (Deluxe Edition),2012-10-22,226280,38,0.113,0.678,0.902,0.000235,0.0722,-4.659,0.0358,124.998,4,Taylor Swift
State Of Grace - Acoustic,Red (Deluxe Edition),2012-10-22,323080,40,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,4,Taylor Swift
State Of Grace,Red,2012-10-22,295186,43,0.000197,0.588,0.825,0.00138,0.0885,-5.882,0.0328,129.968,4,Taylor Swift
Red,Red,2012-10-22,220826,60,0.0773,0.602,0.896,8.87e-05,0.091,-4.267,0.0437,124.978,4,Taylor Swift
Treacherous,Red,2012-10-22,240773,42,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,4,Taylor Swift
I Knew You Were Trouble.,Red,2012-10-22,217973,63,0.00454,0.622,0.469,2.25e-06,0.0398,-6.798,0.0363,77.019,4,Taylor Swift
All Too Well,Red,2012-10-22,327893,48,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,4,Taylor Swift
22,Red,2012-10-22,230133,54,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,4,Taylor Swift
I Almost Do,Red,2012-10-22,242573,43,0.0173,0.567,0.481,4.13e-05,0.182,-7.357,0.027,145.865,4,Taylor Swift
We Are Never Ever Getting Back Together,Red,2012-10-22,191880,61,0.00957,0.628,0.676,2.65e-05,0.102,-5.911,0.0916,85.984,4,Taylor Swift
Stay Stay Stay,Red,2012-10-22,204826,42,0.307,0.729,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,4,Taylor Swift
The Last Time,Red,2012-10-22,298293,41,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,4,Taylor Swift
Holy Ground,Red,2012-10-22,201853,40,0.0162,0.627,0.816,0.00208,0.0966,-6.698,0.0774,157.043,4,Taylor Swift
Sad Beautiful Tragic,Red,2012-10-22,283680,39,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,3,Taylor Swift
The Lucky One,Red,2012-10-22,240133,39,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,4,Taylor Swift
Everything Has Changed,Red,2012-10-22,243933,53,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,4,Taylor Swift
Starlight,Red,2012-10-22,217826,39,0.0213,0.649,0.777,0.000335,0.221,-5.804,0.0406,126.018,4,Taylor Swift
Begin Again,Red,2012-10-22,237613,58,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,4,Taylor Swift
Sparks Fly - Live/2011,Speak Now World Tour Live,2010-10-25,336826,49,0.00917,0.455,0.783,0.0,0.918,-5.184,0.0393,114.981,4,Taylor Swift
Mine - Live/2011,Speak Now World Tour Live,2010-10-25,259279,48,0.00233,0.496,0.852,0.0,0.554,-4.775,0.0373,120.969,4,Taylor Swift
The Story Of Us - Live,Speak Now World Tour Live,2010-10-25,290520,48,0.00048,0.419,0.908,0.0,0.815,-5.156,0.0651,139.813,4,Taylor Swift
Mean - Live/2011,Speak Now World Tour Live,2010-10-25,246373,48,0.154,0.429,0.915,0.0,0.693,-4.373,0.069,163.752,4,Taylor Swift
Ours - Live/2011,Speak Now World Tour Live,2010-10-25,245973,47,0.715,0.421,0.355,0.0,0.867,-10.21,0.0298,77.769,4,Taylor Swift
Back To December/Apologize/You're Not Sorry - Live/2011/Medley,Speak Now World Tour Live,2010-10-25,362826,54,0.155,0.374,0.516,0.0,0.795,-8.745,0.0294,142.057,4,Taylor Swift
Better Than Revenge - Live/2011,Speak Now World Tour Live,2010-10-25,344573,49,0.00306,0.445,0.887,2.67e-05,0.931,-5.629,0.0768,145.954,4,Taylor Swift
Speak Now - Live/2011,Speak Now World Tour Live,2010-10-25,248146,48,0.0636,0.615,0.694,1.28e-06,0.83,-5.251,0.0318,118.876,4,Taylor Swift
Last Kiss - Live/2011,Speak Now World Tour Live,2010-10-25,369066,48,0.205,0.427,0.395,8.73e-06,0.701,-12.551,0.0291,79.517,3,Taylor Swift
Drops Of Jupiter - Live/2011,Speak Now World Tour Live,2010-10-25,315173,53,0.806,0.374,0.504,0.0,0.76,-8.407,0.0392,109.025,5,Taylor Swift
Bette Davis Eyes - Live/2011,Speak Now World Tour Live,2010-10-25,189146,50,0.713,0.327,0.488,0.0,0.837,-9.287,0.0322,104.46,4,Taylor Swift
I Want You Back - Live/2011,Speak Now World Tour Live,2010-10-25,83253,50,0.794,0.536,0.512,0.000122,0.497,-6.794,0.0341,97.397,4,Taylor Swift
Dear John - Live/2011,Speak Now World Tour Live,2010-10-25,404680,48,0.0157,0.521,0.386,0.0,0.884,-8.784,0.0301,119.518,3,Taylor Swift
Enchanted - Live/2011,Speak Now World Tour Live,2010-10-25,389213,49,0.0747,0.34,0.663,2.34e-06,0.563,-5.597,0.0331,163.678,4,Taylor Swift
Haunted - Live/2011,Speak Now World Tour Live,2010-10-25,292426,48,0.0245,0.338,0.818,0.0,0.889,-7.495,0.0496,162.157,4,Taylor Swift
Long Live - Live/2011,Speak Now World Tour Live,2010-10-25,376466,49,0.0053,0.544,0.728,0.0,0.865,-5.838,0.0282,101.939,4,Taylor Swift
Mine,Speak Now (Deluxe Edition),2010-10-25,230706,54,0.00265,0.624,0.757,1.87e-06,0.189,-2.94,0.0296,121.07,4,Taylor Swift
Sparks Fly,Speak Now (Deluxe Edition),2010-10-25,260933,54,0.0396,0.605,0.787,1.42e-06,0.163,-3.002,0.0308,114.987,4,Taylor Swift
Back To December,Speak Now (Deluxe Edition),2010-10-25,293026,54,0.117,0.529,0.67,0.0,0.334,-4.663,0.0303,141.893,4,Taylor Swift
Speak Now,Speak Now (Deluxe Edition),2010-10-25,240760,48,0.095,0.709,0.599,0.0,0.0973,-3.734,0.0304,118.975,4,Taylor Swift
Dear John,Speak Now (Deluxe Edition),2010-10-25,403920,53,0.166,0.589,0.47,1.45e-06,0.112,-5.32,0.028,119.386,3,Taylor Swift
Mean,Speak Now (Deluxe Edition),2010-10-25,237733,57,0.452,0.568,0.761,0.0,0.217,-3.987,0.0459,163.974,4,Taylor Swift
The Story Of Us,Speak Now (Deluxe Edition),2010-10-25,265666,49,0.00478,0.543,0.818,0.000368,0.0357,-3.611,0.0398,139.898,4,Taylor Swift
Never Grow Up,Speak Now (Deluxe Edition),2010-10-25,290466,53,0.819,0.714,0.305,0.0,0.174,-8.837,0.0305,124.91,4,Taylor Swift
Enchanted,Speak Now (Deluxe Edition),2010-10-25,352186,53,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,4,Taylor Swift
Better Than Revenge,Speak Now (Deluxe Edition),2010-10-25,217160,61,0.0139,0.516,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,4,Taylor Swift
Innocent,Speak Now (Deluxe Edition),2010-10-25,302253,45,0.186,0.552,0.608,0.0,0.125,-5.29,0.0259,134.05,4,Taylor Swift
Haunted,Speak Now (Deluxe Edition),2010-10-25,242080,54,0.0826,0.436,0.95,1.08e-06,0.149,-2.627,0.057,162.088,4,Taylor Swift
Last Kiss,Speak Now (Deluxe Edition),2010-10-25,367133,50,0.57,0.371,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,1,Taylor Swift
Long Live,Speak Now (Deluxe Edition),2010-10-25,317453,50,0.036,0.418,0.68,7.59e-05,0.114,-4.3,0.0347,204.12,4,Taylor Swift
Ours,Speak Now (Deluxe Edition),2010-10-25,237920,53,0.537,0.608,0.569,0.0,0.097,-7.227,0.0284,159.845,4,Taylor Swift
If This Was A Movie,Speak Now (Deluxe Edition),2010-10-25,234546,50,0.166,0.511,0.719,4.54e-06,0.34,-3.457,0.0265,147.852,4,Taylor Swift
Superman,Speak Now (Deluxe Edition),2010-10-25,275960,46,0.0268,0.582,0.765,1.95e-06,0.103,-3.648,0.0324,131.982,4,Taylor Swift
Back To December - Acoustic,Speak Now (Deluxe Edition),2010-10-25,292560,49,0.748,0.541,0.453,0.0,0.2,-6.459,0.0266,141.757,4,Taylor Swift
Haunted - Acoustic Version,Speak Now (Deluxe Edition),2010-10-25,217613,49,0.842,0.563,0.443,0.0,0.293,-5.078,0.0247,80.962,4,Taylor Swift
Mine - POP Mix,Speak Now (Deluxe Edition),2010-10-25,230333,45,0.00727,0.695,0.723,1.2e-06,0.1,-3.806,0.0285,121.011,4,Taylor Swift
Mine,Speak Now,2010-10-25,230706,61,0.00265,0.624,0.757,1.87e-06,0.189,-2.94,0.0296,121.07,4,Taylor Swift
Sparks Fly,Speak Now,2010-10-25,260933,60,0.0396,0.605,0.787,1.42e-06,0.163,-3.002,0.0308,114.987,4,Taylor Swift
Back To December,Speak Now,2010-10-25,293026,64,0.117,0.529,0.67,0.0,0.334,-4.663,0.0303,141.893,4,Taylor Swift
Speak Now,Speak Now,2010-10-25,240760,55,0.095,0.709,0.599,0.0,0.0973,-3.734,0.0304,118.975,4,Taylor Swift
Dear John,Speak Now,2010-10-25,403920,53,0.166,0.589,0.47,1.45e-06,0.112,-5.32,0.028,119.386,3,Taylor Swift
Mean,Speak Now,2010-10-25,237733,63,0.452,0.568,0.761,0.0,0.217,-3.987,0.0459,163.974,4,Taylor Swift
The Story Of Us,Speak Now,2010-10-25,265666,56,0.00478,0.543,0.818,0.000368,0.0357,-3.611,0.0398,139.898,4,Taylor Swift
Never Grow Up,Speak Now,2010-10-25,290466,52,0.819,0.714,0.305,0.0,0.174,-8.837,0.0305,124.91,4,Taylor Swift
Enchanted,Speak Now,2010-10-25,352186,70,0.0739,0.455,0.623,0.000424,0.146,-3.878,0.0288,163.893,4,Taylor Swift
Better Than Revenge,Speak Now,2010-10-25,217160,58,0.0139,0.516,0.917,6.37e-06,0.36,-3.186,0.0827,145.821,4,Taylor Swift
Innocent,Speak Now,2010-10-25,302253,46,0.186,0.552,0.608,0.0,0.125,-5.29,0.0259,134.05,4,Taylor Swift
Haunted,Speak Now,2010-10-25,242080,53,0.0826,0.436,0.95,1.08e-06,0.149,-2.627,0.057,162.088,4,Taylor Swift
Last Kiss,Speak Now,2010-10-25,367133,54,0.57,0.371,0.341,3.09e-05,0.101,-9.475,0.0319,89.038,1,Taylor Swift
Long Live,Speak Now,2010-10-25,317946,53,0.036,0.418,0.68,7.59e-05,0.108,-4.3,0.0346,204.125,4,Taylor Swift
Jump Then Fall,Fearless Platinum Edition,2008-11-11,237066,46,0.111,0.618,0.687,0.0,0.0693,-5.737,0.0271,79.991,4,Taylor Swift
Untouchable,Fearless Platinum Edition,2008-11-11,311040,45,0.0583,0.419,0.454,3.78e-06,0.0974,-6.809,0.0335,200.017,4,Taylor Swift
Forever & Always - Piano Version,Fearless Platinum Edition,2008-11-11,267506,45,0.852,0.592,0.16,0.0,0.116,-10.785,0.0347,118.929,4,Taylor Swift
Come In With The Rain,Fearless Platinum Edition,2008-11-11,238106,45,0.0868,0.527,0.475,4.34e-06,0.248,-6.205,0.0258,143.962,4,Taylor Swift
SuperStar,Fearless Platinum Edition,2008-11-11,261453,43,0.367,0.61,0.531,0.0,0.351,-6.123,0.0239,85.979,4,Taylor Swift
The Other Side Of The Door,Fearless Platinum Edition,2008-11-11,237600,44,0.169,0.476,0.816,0.0,0.238,-4.279,0.0347,163.847,4,Taylor Swift
Fearless,Fearless Platinum Edition,2008-11-11,242000,47,0.0364,0.598,0.714,1.04e-06,0.31,-4.397,0.0273,99.979,4,Taylor Swift
Fifteen,Fearless Platinum Edition,2008-11-11,294346,46,0.0728,0.559,0.636,0.0,0.144,-4.4,0.0263,95.485,4,Taylor Swift
Love Story,Fearless Platinum Edition,2008-11-11,235280,53,0.157,0.618,0.736,0.0,0.073,-3.937,0.0308,118.982,4,Taylor Swift
Hey Stephen,Fearless Platinum Edition,2008-11-11,254320,44,0.168,0.843,0.553,2.66e-06,0.107,-7.348,0.0317,115.997,4,Taylor Swift
White Horse,Fearless Platinum Edition,2008-11-11,234440,46,0.302,0.585,0.346,0.0,0.102,-8.014,0.0256,92.564,4,Taylor Swift
You Belong With Me,Fearless Platinum Edition,2008-11-11,231146,53,0.164,0.687,0.771,2.46e-05,0.112,-4.424,0.0384,129.964,4,Taylor Swift
Breathe,Fearless Platinum Edition,2008-11-11,263986,45,0.373,0.498,0.486,0.0,0.113,-7.384,0.0273,147.952,4,Taylor Swift
Tell Me Why,Fearless Platinum Edition,2008-11-11,200560,43,0.0606,0.601,0.852,3.41e-06,0.37,-3.096,0.0386,100.015,4,Taylor Swift
You're Not Sorry,Fearless Platinum Edition,2008-11-11,261800,44,0.13,0.459,0.459,2.3e-06,0.113,-4.126,0.0275,134.018,4,Taylor Swift
The Way I Loved You,Fearless Platinum Edition,2008-11-11,244240,45,0.0322,0.436,0.712,0.0,0.111,-3.689,0.0329,160.886,4,Taylor Swift
Forever & Always,Fearless Platinum Edition,2008-11-11,225333,45,0.0907,0.605,0.829,0.0,0.106,-4.993,0.0549,128.012,4,Taylor Swift
The Best Day,Fearless Platinum Edition,2008-11-11,245346,43,0.611,0.664,0.447,1e-06,0.139,-8.535,0.0292,126.079,4,Taylor Swift
Change,Fearless Platinum Edition,2008-11-11,281053,42,0.00471,0.548,0.756,0.0,0.117,-4.175,0.036,96.038,4,Taylor Swift
Fearless,Fearless,2008-11-11,241986,60,0.04,0.594,0.712,0.0,0.309,-4.418,0.0273,99.972,4,Taylor Swift
Fifteen,Fearless,2008-11-11,294333,59,0.067,0.556,0.651,0.0,0.145,-4.396,0.0266,95.485,4,Taylor Swift
Love Story,Fearless,2008-11-11,235266,70,0.17,0.618,0.741,0.0,0.0822,-3.95,0.031,118.984,4,Taylor Swift
Hey Stephen,Fearless,2008-11-11,254306,49,0.194,0.841,0.544,2.48e-06,0.108,-7.347,0.0309,115.994,4,Taylor Swift
White Horse,Fearless,2008-11-11,234426,54,0.305,0.578,0.34,0.0,0.104,-8.027,0.0264,92.702,4,Taylor Swift
You Belong With Me,Fearless,2008-11-11,231133,71,0.162,0.687,0.783,1.35e-05,0.114,-4.44,0.0386,129.964,4,Taylor Swift
Breathe,Fearless,2008-11-11,263973,47,0.379,0.505,0.482,0.0,0.113,-7.372,0.0276,73.975,4,Taylor Swift
Tell Me Why,Fearless,2008-11-11,200546,45,0.0571,0.604,0.855,3.65e-06,0.343,-3.097,0.038,99.96,4,Taylor Swift
You're Not Sorry,Fearless,2008-11-11,261786,47,0.146,0.475,0.452,1.36e-06,0.108,-4.134,0.027,133.959,4,Taylor Swift
The Way I Loved You,Fearless,2008-11-11,244226,54,0.0408,0.433,0.7,0.0,0.115,-3.709,0.0336,160.927,4,Taylor Swift
Forever & Always,Fearless,2008-11-11,225320,50,0.0752,0.608,0.821,0.0,0.11,-4.985,0.0576,128.042,4,Taylor Swift
The Best Day,Fearless,2008-11-11,245333,48,0.647,0.666,0.434,1.95e-06,0.124,-8.543,0.0289,126.084,4,Taylor Swift
Change,Fearless,2008-11-11,280240,43,0.00408,0.541,0.77,0.0,0.117,-4.17,0.0354,96.013,4,Taylor Swift
Love Story - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,221028,42,0.659,0.741,0.444,0.0,0.131,-7.031,0.0311,119.006,4,Taylor Swift
Fearless - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,198247,41,0.814,0.623,0.266,0.0,0.145,-5.894,0.026,96.601,4,Taylor Swift
Beautiful Eyes - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,176316,44,0.596,0.627,0.704,0.0,0.0598,-3.739,0.0269,98.958,4,Taylor Swift
Untouchable - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,222959,38,0.856,0.731,0.184,0.0,0.0927,-9.235,0.0418,102.404,4,Taylor Swift
Teardrops On My Guitar - Live From Clear Channel Stripped 2008,Live From Clear Channel Stripped 2008,2008-06-28,196346,37,0.664,0.344,0.801,0.0,0.106,-5.373,0.0574,204.489,4,Taylor Swift
